remark: ../source/haar.cpp:3344:11: Inlining function 'weakClassifier(int, ap_uint<18>*, int, int)' into 'cascadeClassifier(MyPoint, ap_uint<18> (*) [25], ap_uint<26> (*) [2])'
remark: ../source/haar.cpp:3335:7: Inlining function 'get_all_data(ap_uint<18>*, ap_uint<10>*, ap_uint<18>*)' into 'cascadeClassifier(MyPoint, ap_uint<18> (*) [25], ap_uint<26> (*) [2])'
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< Initialize2x> at ../source/haar.cpp:3007:5 
remark: automatically set the pipeline for Loop< VITIS_LOOP_2850_1> at ../source/haar.cpp:2850:24 
remark: automatically set the pipeline for Loop< VITIS_LOOP_2922_3> at ../source/haar.cpp:2922:23 
remark: automatically set the pipeline for Loop< VITIS_LOOP_2855_2> at ../source/haar.cpp:2855:26 
===-------------------------------------------------------------------------===
                         Miscellaneous Ungrouped Timers
===-------------------------------------------------------------------------===

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
  447.5849 (100.0%)   5.0919 (100.0%)  452.6768 (100.0%)  453.1617 (100.0%)  Code Generation Time
  447.5849 (100.0%)   5.0919 (100.0%)  452.6768 (100.0%)  453.1617 (100.0%)  Total

===-------------------------------------------------------------------------===
                      ... Pass execution timing report ...
===-------------------------------------------------------------------------===
  Total Execution Time: 512.0291 seconds (512.5246 wall clock)

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
  61.1029 ( 12.0%)   0.0118 (  0.2%)  61.1148 ( 11.9%)  61.1583 ( 11.9%)  Memory Summary
  60.3410 ( 11.9%)   0.0041 (  0.1%)  60.3450 ( 11.8%)  60.3816 ( 11.8%)  Generate HLS compatible IR
  59.9006 ( 11.8%)   0.0040 (  0.1%)  59.9046 ( 11.7%)  59.9281 ( 11.7%)  Memory Summary
  18.6827 (  3.7%)   2.3712 ( 48.1%)  21.0539 (  4.1%)  21.0782 (  4.1%)  ArrayPartition - Partition Arrays into Banks
   9.1263 (  1.8%)   0.0000 (  0.0%)   9.1263 (  1.8%)   9.1293 (  1.8%)  Loop Invariant Code Motion
   8.2897 (  1.6%)   0.0000 (  0.0%)   8.2897 (  1.6%)   8.2951 (  1.6%)  Global Value Numbering
   7.7428 (  1.5%)   0.0080 (  0.2%)   7.7509 (  1.5%)   7.7512 (  1.5%)  Global Value Numbering
   7.4086 (  1.5%)   0.0083 (  0.2%)   7.4169 (  1.4%)   7.4236 (  1.4%)  Global Value Numbering
   7.0227 (  1.4%)   0.0014 (  0.0%)   7.0242 (  1.4%)   7.0295 (  1.4%)  Global Value Numbering
   6.8800 (  1.4%)   0.0000 (  0.0%)   6.8800 (  1.3%)   6.8838 (  1.3%)  Merge accesses
   6.8651 (  1.4%)   0.0042 (  0.1%)   6.8693 (  1.3%)   6.8765 (  1.3%)  Global Value Numbering
   6.8603 (  1.4%)   0.0007 (  0.0%)   6.8610 (  1.3%)   6.8667 (  1.3%)  Global Value Numbering
   6.7991 (  1.3%)   0.0043 (  0.1%)   6.8033 (  1.3%)   6.8103 (  1.3%)  Global Value Numbering
   6.6666 (  1.3%)   0.0009 (  0.0%)   6.6675 (  1.3%)   6.6709 (  1.3%)  Global Value Numbering
   6.6168 (  1.3%)   0.0003 (  0.0%)   6.6172 (  1.3%)   6.6218 (  1.3%)  Global Value Numbering
   6.5576 (  1.3%)   0.0039 (  0.1%)   6.5615 (  1.3%)   6.5672 (  1.3%)  Global Value Numbering
   6.2372 (  1.2%)   0.0001 (  0.0%)   6.2373 (  1.2%)   6.2399 (  1.2%)  Loop Invariant Code Motion
   6.0243 (  1.2%)   0.0029 (  0.1%)   6.0273 (  1.2%)   6.0275 (  1.2%)  Global Value Numbering
   5.1774 (  1.0%)   0.0283 (  0.6%)   5.2057 (  1.0%)   5.2113 (  1.0%)  Global Value Numbering
   5.1367 (  1.0%)   0.0026 (  0.1%)   5.1393 (  1.0%)   5.1395 (  1.0%)  Dead Store Elimination
   5.0997 (  1.0%)   0.0002 (  0.0%)   5.0999 (  1.0%)   5.1038 (  1.0%)  Dead Store Elimination
   5.0676 (  1.0%)   0.0039 (  0.1%)   5.0714 (  1.0%)   5.0773 (  1.0%)  Global Value Numbering
   5.0303 (  1.0%)   0.0034 (  0.1%)   5.0337 (  1.0%)   5.0338 (  1.0%)  Global Value Numbering
   4.9700 (  1.0%)   0.0060 (  0.1%)   4.9760 (  1.0%)   4.9821 (  1.0%)  Dead Store Elimination
   4.9447 (  1.0%)   0.0000 (  0.0%)   4.9447 (  1.0%)   4.9482 (  1.0%)  Dead Store Elimination
   4.9386 (  1.0%)   0.0002 (  0.0%)   4.9388 (  1.0%)   4.9434 (  1.0%)  Dead Store Elimination
   4.9231 (  1.0%)   0.0002 (  0.0%)   4.9233 (  1.0%)   4.9237 (  1.0%)  Dead Store Elimination
   4.9160 (  1.0%)   0.0004 (  0.0%)   4.9164 (  1.0%)   4.9192 (  1.0%)  Dead Store Elimination
   4.8675 (  1.0%)   0.0003 (  0.0%)   4.8678 (  1.0%)   4.8708 (  1.0%)  Dead Store Elimination
   4.8362 (  1.0%)   0.0152 (  0.3%)   4.8514 (  0.9%)   4.8520 (  0.9%)  Global Value Numbering
   4.7912 (  0.9%)   0.0023 (  0.0%)   4.7935 (  0.9%)   4.7946 (  0.9%)  Dead Store Elimination
   4.7674 (  0.9%)   0.0025 (  0.1%)   4.7699 (  0.9%)   4.7702 (  0.9%)  Dead Store Elimination
   4.7398 (  0.9%)   0.0026 (  0.1%)   4.7424 (  0.9%)   4.7426 (  0.9%)  Dead Store Elimination
   4.7143 (  0.9%)   0.0002 (  0.0%)   4.7145 (  0.9%)   4.7194 (  0.9%)  Dead Store Elimination
   4.5806 (  0.9%)   0.0000 (  0.0%)   4.5806 (  0.9%)   4.5842 (  0.9%)  Dead Store Elimination
   4.3911 (  0.9%)   0.0007 (  0.0%)   4.3919 (  0.9%)   4.3959 (  0.9%)  Global Value Numbering
   4.1510 (  0.8%)   0.0015 (  0.0%)   4.1525 (  0.8%)   4.1564 (  0.8%)  Global Value Numbering
   4.0221 (  0.8%)   0.0007 (  0.0%)   4.0228 (  0.8%)   4.0244 (  0.8%)  Global Value Numbering
   3.8640 (  0.8%)   0.0019 (  0.0%)   3.8659 (  0.8%)   3.8671 (  0.8%)  Global Value Numbering
   3.8505 (  0.8%)   0.0016 (  0.0%)   3.8521 (  0.8%)   3.8555 (  0.8%)  Global Value Numbering
   3.7811 (  0.7%)   0.0009 (  0.0%)   3.7820 (  0.7%)   3.7845 (  0.7%)  Global Value Numbering
   3.7798 (  0.7%)   0.0017 (  0.0%)   3.7815 (  0.7%)   3.7829 (  0.7%)  Global Value Numbering
   0.9845 (  0.2%)   1.6647 ( 33.7%)   2.6492 (  0.5%)   2.6504 (  0.5%)  Auto automatic array partition analysis
   2.4553 (  0.5%)   0.0048 (  0.1%)   2.4600 (  0.5%)   2.4614 (  0.5%)  Merge accesses
   2.3660 (  0.5%)   0.0002 (  0.0%)   2.3663 (  0.5%)   2.3696 (  0.5%)  Dead Store Elimination
   2.2673 (  0.4%)   0.0580 (  1.2%)   2.3253 (  0.5%)   2.3381 (  0.5%)  Reflow pragma unroll loops
   2.1934 (  0.4%)   0.0002 (  0.0%)   2.1936 (  0.4%)   2.1954 (  0.4%)  Merge accesses
   2.1114 (  0.4%)   0.0008 (  0.0%)   2.1123 (  0.4%)   2.1129 (  0.4%)  Dead Store Elimination
   2.0789 (  0.4%)   0.0012 (  0.0%)   2.0801 (  0.4%)   2.0808 (  0.4%)  Dead Store Elimination
   2.0614 (  0.4%)   0.0006 (  0.0%)   2.0620 (  0.4%)   2.0632 (  0.4%)  Global Value Numbering
   2.0274 (  0.4%)   0.0011 (  0.0%)   2.0285 (  0.4%)   2.0292 (  0.4%)  Dead Store Elimination
   2.0127 (  0.4%)   0.0000 (  0.0%)   2.0127 (  0.4%)   2.0146 (  0.4%)  Global Value Numbering
   2.0082 (  0.4%)   0.0006 (  0.0%)   2.0088 (  0.4%)   2.0092 (  0.4%)  Merge accesses
   1.9647 (  0.4%)   0.0000 (  0.0%)   1.9647 (  0.4%)   1.9650 (  0.4%)  Merge accesses
   1.9545 (  0.4%)   0.0000 (  0.0%)   1.9545 (  0.4%)   1.9558 (  0.4%)  Dead Store Elimination
   1.8420 (  0.4%)   0.0359 (  0.7%)   1.8778 (  0.4%)   1.8792 (  0.4%)  Value Propagation
   1.8761 (  0.4%)   0.0003 (  0.0%)   1.8764 (  0.4%)   1.8773 (  0.4%)  Dead Store Elimination
   1.7035 (  0.3%)   0.0002 (  0.0%)   1.7037 (  0.3%)   1.7069 (  0.3%)  Dead Store Elimination
   1.5872 (  0.3%)   0.0042 (  0.1%)   1.5914 (  0.3%)   1.5933 (  0.3%)  Value Propagation
   1.5509 (  0.3%)   0.0001 (  0.0%)   1.5510 (  0.3%)   1.5515 (  0.3%)  Global Value Numbering
   1.5446 (  0.3%)   0.0007 (  0.0%)   1.5453 (  0.3%)   1.5462 (  0.3%)  Value Propagation
   1.4266 (  0.3%)   0.0000 (  0.0%)   1.4266 (  0.3%)   1.4282 (  0.3%)  AccessGroup - Group the memory access for the same object
   1.4162 (  0.3%)   0.0000 (  0.0%)   1.4162 (  0.3%)   1.4170 (  0.3%)  Value Propagation
   1.4145 (  0.3%)   0.0003 (  0.0%)   1.4147 (  0.3%)   1.4151 (  0.3%)  Global Value Numbering
   1.3640 (  0.3%)   0.0011 (  0.0%)   1.3651 (  0.3%)   1.3653 (  0.3%)  Global Value Numbering
   1.3640 (  0.3%)   0.0003 (  0.0%)   1.3643 (  0.3%)   1.3652 (  0.3%)  Value Propagation
   1.3563 (  0.3%)   0.0006 (  0.0%)   1.3569 (  0.3%)   1.3572 (  0.3%)  Global Value Numbering
   1.3426 (  0.3%)   0.0000 (  0.0%)   1.3426 (  0.3%)   1.3428 (  0.3%)  Global Value Numbering
   1.3327 (  0.3%)   0.0003 (  0.0%)   1.3330 (  0.3%)   1.3333 (  0.3%)  Global Value Numbering
   1.3044 (  0.3%)   0.0000 (  0.0%)   1.3044 (  0.3%)   1.3046 (  0.3%)  Global Value Numbering
   1.2999 (  0.3%)   0.0001 (  0.0%)   1.3000 (  0.3%)   1.3002 (  0.3%)  Dead Store Elimination
   1.2932 (  0.3%)   0.0003 (  0.0%)   1.2934 (  0.3%)   1.2937 (  0.3%)  Global Value Numbering
   1.2845 (  0.3%)   0.0000 (  0.0%)   1.2845 (  0.3%)   1.2848 (  0.3%)  Global Value Numbering
   1.2761 (  0.3%)   0.0000 (  0.0%)   1.2761 (  0.2%)   1.2764 (  0.2%)  Global Value Numbering
   1.2679 (  0.3%)   0.0001 (  0.0%)   1.2680 (  0.2%)   1.2682 (  0.2%)  Dead Store Elimination
   1.2489 (  0.2%)   0.0001 (  0.0%)   1.2491 (  0.2%)   1.2493 (  0.2%)  Global Value Numbering
   1.2427 (  0.2%)   0.0003 (  0.0%)   1.2429 (  0.2%)   1.2431 (  0.2%)  Global Value Numbering
   1.2384 (  0.2%)   0.0001 (  0.0%)   1.2386 (  0.2%)   1.2397 (  0.2%)  Dead Store Elimination
   1.2341 (  0.2%)   0.0011 (  0.0%)   1.2352 (  0.2%)   1.2353 (  0.2%)  Global Value Numbering
   1.1913 (  0.2%)   0.0001 (  0.0%)   1.1915 (  0.2%)   1.1916 (  0.2%)  Dead Store Elimination
   1.1869 (  0.2%)   0.0003 (  0.0%)   1.1872 (  0.2%)   1.1875 (  0.2%)  Dead Store Elimination
   1.1750 (  0.2%)   0.0021 (  0.0%)   1.1771 (  0.2%)   1.1774 (  0.2%)  Dead Store Elimination
   1.1334 (  0.2%)   0.0001 (  0.0%)   1.1335 (  0.2%)   1.1337 (  0.2%)  Dead Store Elimination
   1.1301 (  0.2%)   0.0000 (  0.0%)   1.1301 (  0.2%)   1.1304 (  0.2%)  Dead Store Elimination
   1.1052 (  0.2%)   0.0004 (  0.0%)   1.1056 (  0.2%)   1.1059 (  0.2%)  Dead Store Elimination
   1.0863 (  0.2%)   0.0001 (  0.0%)   1.0864 (  0.2%)   1.0868 (  0.2%)  Dead Store Elimination
   1.0862 (  0.2%)   0.0001 (  0.0%)   1.0863 (  0.2%)   1.0865 (  0.2%)  Dead Store Elimination
   1.0312 (  0.2%)   0.0002 (  0.0%)   1.0314 (  0.2%)   1.0316 (  0.2%)  Global Value Numbering
   1.0116 (  0.2%)   0.0001 (  0.0%)   1.0117 (  0.2%)   1.0118 (  0.2%)  Global Value Numbering
   0.9712 (  0.2%)   0.0002 (  0.0%)   0.9714 (  0.2%)   0.9715 (  0.2%)  Global Value Numbering
   0.9426 (  0.2%)   0.0012 (  0.0%)   0.9437 (  0.2%)   0.9437 (  0.2%)  Value Propagation
   0.7868 (  0.2%)   0.0003 (  0.0%)   0.7871 (  0.2%)   0.7880 (  0.2%)  Value Propagation
   0.6717 (  0.1%)   0.0040 (  0.1%)   0.6757 (  0.1%)   0.6758 (  0.1%)  Automatic inliner in reflow
   0.6602 (  0.1%)   0.0001 (  0.0%)   0.6603 (  0.1%)   0.6643 (  0.1%)  Loop Invariant Code Motion
   0.6201 (  0.1%)   0.0000 (  0.0%)   0.6201 (  0.1%)   0.6204 (  0.1%)  ROM inference pass
   0.6061 (  0.1%)   0.0000 (  0.0%)   0.6061 (  0.1%)   0.6062 (  0.1%)  Loop Invariant Code Motion
   0.5794 (  0.1%)   0.0013 (  0.0%)   0.5807 (  0.1%)   0.5807 (  0.1%)  ROM inference pass
   0.3603 (  0.1%)   0.0004 (  0.0%)   0.3606 (  0.1%)   0.3607 (  0.1%)  LoopDepAnalysis - Reflow Loop Dependence Annotation
   0.3423 (  0.1%)   0.0000 (  0.0%)   0.3423 (  0.1%)   0.3424 (  0.1%)  Undecay arrays
   0.3045 (  0.1%)   0.0002 (  0.0%)   0.3047 (  0.1%)   0.3051 (  0.1%)  Value Propagation
   0.3014 (  0.1%)   0.0000 (  0.0%)   0.3014 (  0.1%)   0.3014 (  0.1%)  Lower intermediate type generated by HLSGen
   0.2995 (  0.1%)   0.0001 (  0.0%)   0.2996 (  0.1%)   0.2996 (  0.1%)  Value Propagation
   0.2915 (  0.1%)   0.0002 (  0.0%)   0.2917 (  0.1%)   0.2917 (  0.1%)  Value Propagation
   0.2684 (  0.1%)   0.0106 (  0.2%)   0.2789 (  0.1%)   0.2914 (  0.1%)  Inliner for always_inline functions
   0.2871 (  0.1%)   0.0000 (  0.0%)   0.2871 (  0.1%)   0.2872 (  0.1%)  ReflowCheckPragmaConflicts - check pragma conflicts in reflow
   0.2846 (  0.1%)   0.0004 (  0.0%)   0.2850 (  0.1%)   0.2850 (  0.1%)  Value Propagation
   0.2843 (  0.1%)   0.0003 (  0.0%)   0.2845 (  0.1%)   0.2846 (  0.1%)  Value Propagation
   0.2726 (  0.1%)   0.0000 (  0.0%)   0.2726 (  0.1%)   0.2727 (  0.1%)  Value Propagation
   0.2703 (  0.1%)   0.0000 (  0.0%)   0.2703 (  0.1%)   0.2703 (  0.1%)  Value Propagation
   0.2672 (  0.1%)   0.0000 (  0.0%)   0.2672 (  0.1%)   0.2674 (  0.1%)  Automatically infer occurrence information
   0.2644 (  0.1%)   0.0003 (  0.0%)   0.2647 (  0.1%)   0.2648 (  0.1%)  Value Propagation
   0.2120 (  0.0%)   0.0280 (  0.6%)   0.2400 (  0.0%)   0.2528 (  0.0%)  Automatic array partition transformation
   0.2362 (  0.0%)   0.0009 (  0.0%)   0.2371 (  0.0%)   0.2373 (  0.0%)  Value Propagation
   0.2294 (  0.0%)   0.0011 (  0.0%)   0.2305 (  0.0%)   0.2305 (  0.0%)  Value Propagation
   0.1981 (  0.0%)   0.0199 (  0.4%)   0.2181 (  0.0%)   0.2183 (  0.0%)  Auto automatic array partition analysis
   0.1645 (  0.0%)   0.0040 (  0.1%)   0.1685 (  0.0%)   0.1685 (  0.0%)  Memory Summary
   0.1641 (  0.0%)   0.0040 (  0.1%)   0.1681 (  0.0%)   0.1681 (  0.0%)  Auto automatic array partition analysis
   0.1658 (  0.0%)   0.0001 (  0.0%)   0.1658 (  0.0%)   0.1659 (  0.0%)  Synthesis checker
   0.1634 (  0.0%)   0.0000 (  0.0%)   0.1634 (  0.0%)   0.1635 (  0.0%)  Combine redundant instructions
   0.1466 (  0.0%)   0.0000 (  0.0%)   0.1466 (  0.0%)   0.1592 (  0.0%)  Detach IR Wrapper
   0.1589 (  0.0%)   0.0000 (  0.0%)   0.1589 (  0.0%)   0.1590 (  0.0%)  Auto automatic array partition analysis
   0.1560 (  0.0%)   0.0003 (  0.0%)   0.1562 (  0.0%)   0.1563 (  0.0%)  Combine redundant instructions
   0.1515 (  0.0%)   0.0036 (  0.1%)   0.1551 (  0.0%)   0.1551 (  0.0%)  PredicateAnalyzer - Predidate Analysis
   0.1520 (  0.0%)   0.0000 (  0.0%)   0.1520 (  0.0%)   0.1520 (  0.0%)  PredicateAnalyzer - Predidate Analysis
   0.1488 (  0.0%)   0.0000 (  0.0%)   0.1488 (  0.0%)   0.1490 (  0.0%)  Array out of bound check
   0.1425 (  0.0%)   0.0000 (  0.0%)   0.1425 (  0.0%)   0.1425 (  0.0%)  Loop Invariant Code Motion
   0.1335 (  0.0%)   0.0040 (  0.1%)   0.1374 (  0.0%)   0.1375 (  0.0%)  Bitcode for HLS
   0.1360 (  0.0%)   0.0001 (  0.0%)   0.1360 (  0.0%)   0.1361 (  0.0%)  Loop Invariant Code Motion
   0.1328 (  0.0%)   0.0000 (  0.0%)   0.1328 (  0.0%)   0.1329 (  0.0%)  Loop Invariant Code Motion
   0.1322 (  0.0%)   0.0000 (  0.0%)   0.1322 (  0.0%)   0.1323 (  0.0%)  Lower HLS related loops
   0.1258 (  0.0%)   0.0051 (  0.1%)   0.1310 (  0.0%)   0.1310 (  0.0%)  AlignMemory - Align memory accesses
   0.1174 (  0.0%)   0.0037 (  0.1%)   0.1211 (  0.0%)   0.1209 (  0.0%)  Deduce function attributes
   0.1119 (  0.0%)   0.0010 (  0.0%)   0.1130 (  0.0%)   0.1130 (  0.0%)  AlignMemory - Align memory accesses
   0.1085 (  0.0%)   0.0040 (  0.1%)   0.1125 (  0.0%)   0.1126 (  0.0%)  AlignMemory - Align memory accesses
   0.1025 (  0.0%)   0.0040 (  0.1%)   0.1065 (  0.0%)   0.1066 (  0.0%)  AlignMemory - Align memory accesses
   0.1046 (  0.0%)   0.0000 (  0.0%)   0.1046 (  0.0%)   0.1047 (  0.0%)  AlignMemory - Align memory accesses
   0.0892 (  0.0%)   0.0007 (  0.0%)   0.0899 (  0.0%)   0.1027 (  0.0%)  Memory Summary
   0.0945 (  0.0%)   0.0000 (  0.0%)   0.0945 (  0.0%)   0.0945 (  0.0%)  Object Decomposition
   0.0879 (  0.0%)   0.0003 (  0.0%)   0.0883 (  0.0%)   0.0885 (  0.0%)  Combine redundant instructions
   0.0883 (  0.0%)   0.0000 (  0.0%)   0.0883 (  0.0%)   0.0883 (  0.0%)  Analyze sequential accesses
   0.0725 (  0.0%)   0.0000 (  0.0%)   0.0725 (  0.0%)   0.0853 (  0.0%)  Promote 'by reference' arguments to scalars
   0.0809 (  0.0%)   0.0040 (  0.1%)   0.0849 (  0.0%)   0.0849 (  0.0%)  Array out of bound check
   0.0811 (  0.0%)   0.0013 (  0.0%)   0.0825 (  0.0%)   0.0824 (  0.0%)  Value Propagation
   0.0795 (  0.0%)   0.0015 (  0.0%)   0.0811 (  0.0%)   0.0811 (  0.0%)  Simplify the CFG
   0.0611 (  0.0%)   0.0044 (  0.1%)   0.0655 (  0.0%)   0.0769 (  0.0%)  Collect complexity metrics for FE reflow
   0.0759 (  0.0%)   0.0000 (  0.0%)   0.0759 (  0.0%)   0.0760 (  0.0%)  LoopDepAnalysis - Reflow Loop Dependence Annotation
   0.0753 (  0.0%)   0.0003 (  0.0%)   0.0756 (  0.0%)   0.0757 (  0.0%)  Combine redundant instructions
   0.0696 (  0.0%)   0.0047 (  0.1%)   0.0743 (  0.0%)   0.0743 (  0.0%)  Value Propagation
   0.0700 (  0.0%)   0.0040 (  0.1%)   0.0740 (  0.0%)   0.0740 (  0.0%)   automatic function inline driven by performance to break up circuit dependence
   0.0700 (  0.0%)   0.0017 (  0.0%)   0.0717 (  0.0%)   0.0717 (  0.0%)   automatic function inline driven by performance to break up circuit dependence
   0.0690 (  0.0%)   0.0000 (  0.0%)   0.0690 (  0.0%)   0.0691 (  0.0%)  AlignMemory - Align memory accesses
   0.0689 (  0.0%)   0.0000 (  0.0%)   0.0689 (  0.0%)   0.0690 (  0.0%)  Combine redundant instructions
   0.0408 (  0.0%)   0.0100 (  0.2%)   0.0508 (  0.0%)   0.0641 (  0.0%)  Combine redundant instructions
   0.0622 (  0.0%)   0.0006 (  0.0%)   0.0628 (  0.0%)   0.0630 (  0.0%)  Value Propagation
   0.0527 (  0.0%)   0.0000 (  0.0%)   0.0527 (  0.0%)   0.0625 (  0.0%)  Object Decomposition
   0.0613 (  0.0%)   0.0000 (  0.0%)   0.0613 (  0.0%)   0.0613 (  0.0%)  AlignMemory - Align memory accesses
   0.0587 (  0.0%)   0.0009 (  0.0%)   0.0596 (  0.0%)   0.0596 (  0.0%)  Combine redundant instructions
   0.0595 (  0.0%)   0.0000 (  0.0%)   0.0595 (  0.0%)   0.0595 (  0.0%)  AlignMemory - Align memory accesses
   0.0576 (  0.0%)   0.0000 (  0.0%)   0.0576 (  0.0%)   0.0576 (  0.0%)  Straight line strength reduction
   0.0553 (  0.0%)   0.0004 (  0.0%)   0.0557 (  0.0%)   0.0557 (  0.0%)  Early GVN Hoisting of Expressions
   0.0496 (  0.0%)   0.0055 (  0.1%)   0.0551 (  0.0%)   0.0551 (  0.0%)  MemSSAOpt - Memory SSA based optimizations
   0.0526 (  0.0%)   0.0007 (  0.0%)   0.0533 (  0.0%)   0.0532 (  0.0%)  Early GVN Hoisting of Expressions
   0.0505 (  0.0%)   0.0000 (  0.0%)   0.0505 (  0.0%)   0.0505 (  0.0%)  Synthesis checker
   0.0496 (  0.0%)   0.0000 (  0.0%)   0.0496 (  0.0%)   0.0496 (  0.0%)  AlignMemory - Align memory accesses
   0.0327 (  0.0%)   0.0040 (  0.1%)   0.0368 (  0.0%)   0.0494 (  0.0%)  Automatic data reuse optimization
   0.0488 (  0.0%)   0.0001 (  0.0%)   0.0490 (  0.0%)   0.0490 (  0.0%)  Combine redundant instructions
   0.0486 (  0.0%)   0.0000 (  0.0%)   0.0486 (  0.0%)   0.0487 (  0.0%)  Remove redundant instructions
   0.0458 (  0.0%)   0.0022 (  0.0%)   0.0481 (  0.0%)   0.0481 (  0.0%)  AnnotateNoAlias - Annotate NoAlias Attribute on Arguments
   0.0459 (  0.0%)   0.0000 (  0.0%)   0.0459 (  0.0%)   0.0458 (  0.0%)  Induction Variable Simplification
   0.0425 (  0.0%)   0.0014 (  0.0%)   0.0439 (  0.0%)   0.0439 (  0.0%)  Remove redundant instructions
   0.0436 (  0.0%)   0.0002 (  0.0%)   0.0438 (  0.0%)   0.0438 (  0.0%)  Early GVN Hoisting of Expressions
   0.0429 (  0.0%)   0.0007 (  0.0%)   0.0436 (  0.0%)   0.0437 (  0.0%)  Early GVN Hoisting of Expressions
   0.0385 (  0.0%)   0.0051 (  0.1%)   0.0436 (  0.0%)   0.0434 (  0.0%)  Function Alias Analysis Results
   0.0420 (  0.0%)   0.0013 (  0.0%)   0.0433 (  0.0%)   0.0433 (  0.0%)  Remove redundant instructions
   0.0427 (  0.0%)   0.0002 (  0.0%)   0.0429 (  0.0%)   0.0430 (  0.0%)  Jump Threading
   0.0412 (  0.0%)   0.0015 (  0.0%)   0.0427 (  0.0%)   0.0427 (  0.0%)  Remove redundant instructions
   0.0424 (  0.0%)   0.0002 (  0.0%)   0.0426 (  0.0%)   0.0426 (  0.0%)  Remove redundant instructions
   0.0413 (  0.0%)   0.0003 (  0.0%)   0.0416 (  0.0%)   0.0418 (  0.0%)  Jump Threading
   0.0316 (  0.0%)   0.0102 (  0.2%)   0.0418 (  0.0%)   0.0418 (  0.0%)  Function Alias Analysis Results
   0.0408 (  0.0%)   0.0005 (  0.0%)   0.0413 (  0.0%)   0.0413 (  0.0%)  Combine redundant instructions
   0.0399 (  0.0%)   0.0013 (  0.0%)   0.0412 (  0.0%)   0.0411 (  0.0%)  Remove redundant instructions
   0.0405 (  0.0%)   0.0000 (  0.0%)   0.0405 (  0.0%)   0.0405 (  0.0%)  Simple constant propagation
   0.0402 (  0.0%)   0.0000 (  0.0%)   0.0402 (  0.0%)   0.0402 (  0.0%)  Combine redundant instructions
   0.0393 (  0.0%)   0.0001 (  0.0%)   0.0395 (  0.0%)   0.0396 (  0.0%)  Remove redundant instructions
   0.0394 (  0.0%)   0.0001 (  0.0%)   0.0396 (  0.0%)   0.0396 (  0.0%)  Remove redundant instructions
   0.0393 (  0.0%)   0.0000 (  0.0%)   0.0393 (  0.0%)   0.0393 (  0.0%)  Reflow pragma unroll loops
   0.0347 (  0.0%)   0.0042 (  0.1%)   0.0389 (  0.0%)   0.0389 (  0.0%)  AnnotateNoAlias - Annotate NoAlias Attribute on Arguments
   0.0383 (  0.0%)   0.0004 (  0.0%)   0.0386 (  0.0%)   0.0386 (  0.0%)  Combine redundant instructions
   0.0367 (  0.0%)   0.0013 (  0.0%)   0.0381 (  0.0%)   0.0380 (  0.0%)  Remove redundant instructions
   0.0371 (  0.0%)   0.0001 (  0.0%)   0.0372 (  0.0%)   0.0372 (  0.0%)  Remove redundant instructions
   0.0361 (  0.0%)   0.0010 (  0.0%)   0.0371 (  0.0%)   0.0371 (  0.0%)  Combine redundant instructions
   0.0211 (  0.0%)   0.0034 (  0.1%)   0.0244 (  0.0%)   0.0371 (  0.0%)  Memory SSA
   0.0370 (  0.0%)   0.0000 (  0.0%)   0.0370 (  0.0%)   0.0370 (  0.0%)  Array out of bound check
   0.0369 (  0.0%)   0.0000 (  0.0%)   0.0369 (  0.0%)   0.0369 (  0.0%)  Reflow pragma unroll loops
   0.0365 (  0.0%)   0.0003 (  0.0%)   0.0368 (  0.0%)   0.0368 (  0.0%)  Remove redundant instructions
   0.0368 (  0.0%)   0.0000 (  0.0%)   0.0368 (  0.0%)   0.0368 (  0.0%)  Reflow pragma unroll loops
   0.0368 (  0.0%)   0.0000 (  0.0%)   0.0368 (  0.0%)   0.0368 (  0.0%)  Reflow pragma unroll loops
   0.0356 (  0.0%)   0.0010 (  0.0%)   0.0366 (  0.0%)   0.0366 (  0.0%)  Aggressive Dead Code Elimination
   0.0295 (  0.0%)   0.0068 (  0.1%)   0.0363 (  0.0%)   0.0366 (  0.0%)  Combine redundant instructions
   0.0365 (  0.0%)   0.0000 (  0.0%)   0.0365 (  0.0%)   0.0365 (  0.0%)  Array out of bound check
